sep=;
Agent1;Agent2;Domain;Agreement;Util1;Util2
MiCROAgent;VortexAgent;LargeComp;YES;1.0645;0.0070
PhoenixAgent;RandomAgent;LargeComp;YES;1.0645;0.0070
PhoenixAgent;TimeBased_Boulware;LargeComp;YES;0.8417;0.3412
PhoenixAgent;TimeBased_Conceder;LargeComp;YES;0.9689;0.3074
PhoenixAgent;AdaptiveAgent;LargeComp;YES;0.5270;0.7118
PhoenixAgent;MiCROAgent;LargeComp;YES;0.6668;0.5728
PhoenixAgent;PhoenixAgent;LargeComp;YES;0.6069;0.5844
PhoenixAgent;VortexAgent;LargeComp;YES;1.0645;0.0070
VortexAgent;RandomAgent;LargeComp;YES;1.0645;0.0070
VortexAgent;TimeBased_Boulware;LargeComp;YES;0.0809;1.0000
VortexAgent;TimeBased_Conceder;LargeComp;YES;0.0809;1.0000
VortexAgent;AdaptiveAgent;LargeComp;YES;0.0809;1.0000
VortexAgent;MiCROAgent;LargeComp;YES;0.0565;0.9163
VortexAgent;PhoenixAgent;LargeComp;YES;0.0809;1.0000
VortexAgent;VortexAgent;LargeComp;YES;1.0645;0.0070
